1,3,A1,skyBoss,4692000,TRUE
2,3,A2,skyBoss,4692000,TRUE
3,3,A3,skyBoss,4692000,TRUE
4,3,A4,deluxe,2248000,TRUE
5,3,A5,deluxe,2248000,TRUE
6,3,A6,deluxe,2248000,TRUE
7,3,A7,deluxe,2248000,TRUE
8,3,A8,original,1863000,TRUE
9,3,A9,original,1863000,TRUE
10,3,A10,original,1863000,TRUE
11,3,A11,original,1863000,TRUE
12,3,A12,original,1863000,TRUE
13,3,A13,original,1863000,TRUE
14,3,A14,original,1863000,TRUE
15,3,A15,original,1863000,TRUE
16,3,A16,original,1863000,TRUE
17,3,A17,original,1863000,TRUE
18,3,A18,original,1863000,TRUE
19,3,A19,original,1863000,TRUE
20,3,A20,original,1863000,TRUE
21,3,B1,skyBoss,4692000,TRUE
22,3,B2,skyBoss,4692000,TRUE
23,3,B3,skyBoss,4692000,TRUE
24,3,B4,deluxe,2248000,TRUE
25,3,B5,deluxe,2248000,TRUE
26,3,B6,deluxe,2248000,TRUE
27,3,B7,deluxe,2248000,TRUE
28,3,B8,original,1863000,TRUE
29,3,B9,original,1863000,TRUE
30,3,B10,original,1863000,TRUE
31,3,B11,original,1863000,TRUE
32,3,B12,original,1863000,TRUE
33,3,B13,original,1863000,TRUE
34,3,B14,original,1863000,TRUE
35,3,B15,original,1863000,TRUE
36,3,B16,original,1863000,TRUE
37,3,B17,original,1863000,TRUE
38,3,B18,original,1863000,TRUE
39,3,B19,original,1863000,TRUE
40,3,B20,original,1863000,TRUE
41,3,C1,skyBoss,4692000,TRUE
42,3,C2,skyBoss,4692000,TRUE
43,3,C3,skyBoss,4692000,TRUE
44,3,C4,deluxe,2248000,TRUE
45,3,C5,deluxe,2248000,TRUE
46,3,C6,deluxe,2248000,TRUE
47,3,C7,deluxe,2248000,TRUE
48,3,C8,original,1863000,TRUE
49,3,C9,original,1863000,TRUE
50,3,C10,original,1863000,TRUE
51,3,C11,original,1863000,TRUE
52,3,C12,original,1863000,TRUE
53,3,C13,original,1863000,TRUE
54,3,C14,original,1863000,TRUE
55,3,C15,original,1863000,TRUE
56,3,C16,original,1863000,TRUE
57,3,C17,original,1863000,TRUE
58,3,C18,original,1863000,TRUE
59,3,C19,original,1863000,TRUE
60,3,C20,original,1863000,TRUE
61,3,D1,skyBoss,4692000,TRUE
62,3,D2,skyBoss,4692000,TRUE
63,3,D3,skyBoss,4692000,TRUE
64,3,D4,deluxe,2248000,TRUE
65,3,D5,deluxe,2248000,TRUE
66,3,D6,deluxe,2248000,TRUE
67,3,D7,deluxe,2248000,TRUE
68,3,D8,original,1863000,TRUE
69,3,D9,original,1863000,TRUE
70,3,D10,original,1863000,TRUE
71,3,D11,original,1863000,TRUE
72,3,D12,original,1863000,TRUE
73,3,D13,original,1863000,TRUE
74,3,D14,original,1863000,TRUE
75,3,D15,original,1863000,TRUE
76,3,D16,original,1863000,TRUE
77,3,D17,original,1863000,TRUE
78,3,D18,original,1863000,TRUE
79,3,D19,original,1863000,TRUE
80,3,D20,original,1863000,TRUE
81,3,E1,skyBoss,4692000,TRUE
82,3,E2,skyBoss,4692000,TRUE
83,3,E3,skyBoss,4692000,TRUE
84,3,E4,deluxe,2248000,TRUE
85,3,E5,deluxe,2248000,TRUE
86,3,E6,deluxe,2248000,TRUE
87,3,E7,deluxe,2248000,TRUE
88,3,E8,original,1863000,TRUE
89,3,E9,original,1863000,TRUE
90,3,E10,original,1863000,TRUE
91,3,E11,original,1863000,TRUE
92,3,E12,original,1863000,TRUE
93,3,E13,original,1863000,TRUE
94,3,E14,original,1863000,TRUE
95,3,E15,original,1863000,TRUE
96,3,E16,original,1863000,TRUE
97,3,E17,original,1863000,TRUE
98,3,E18,original,1863000,TRUE
99,3,E19,original,1863000,TRUE
100,3,E20,original,1863000,TRUE
101,3,F1,skyBoss,4692000,TRUE
102,3,F2,skyBoss,4692000,TRUE
103,3,F3,skyBoss,4692000,TRUE
104,3,F4,deluxe,2248000,TRUE
105,3,F5,deluxe,2248000,TRUE
106,3,F6,deluxe,2248000,TRUE
107,3,F7,deluxe,2248000,TRUE
108,3,F8,original,1863000,TRUE
109,3,F9,original,1863000,TRUE
110,3,F10,original,1863000,TRUE
111,3,F11,original,1863000,TRUE
112,3,F12,original,1863000,TRUE
113,3,F13,original,1863000,TRUE
114,3,F14,original,1863000,TRUE
115,3,F15,original,1863000,TRUE
116,3,F16,original,1863000,TRUE
117,3,F17,original,1863000,TRUE
118,3,F18,original,1863000,TRUE
119,3,F19,original,1863000,TRUE
120,3,F20,original,1863000,TRUE
