1,16,A1,skyBoss,6320000,TRUE
2,16,A2,skyBoss,6320000,TRUE
3,16,A3,skyBoss,6320000,TRUE
4,16,A4,skyBoss,6320000,TRUE
5,16,A5,skyBoss,6320000,TRUE
6,16,A6,deluxe,4120000,TRUE
7,16,A7,deluxe,4120000,TRUE
8,16,A8,deluxe,4120000,TRUE
9,16,A9,deluxe,4120000,TRUE
10,16,A10,deluxe,4120000,TRUE
11,16,A11,deluxe,4120000,TRUE
12,16,A12,deluxe,4120000,TRUE
13,16,A13,deluxe,4120000,TRUE
14,16,A14,deluxe,4120000,TRUE
15,16,A15,deluxe,4120000,TRUE
16,16,A16,original,2340000,TRUE
17,16,A17,original,2340000,TRUE
18,16,A18,original,2340000,TRUE
19,16,A19,original,2340000,TRUE
20,16,A20,original,2340000,TRUE
21,16,A21,original,2340000,TRUE
22,16,A22,original,2340000,TRUE
23,16,A23,original,2340000,TRUE
24,16,A24,original,2340000,TRUE
25,16,A25,original,2340000,TRUE
26,16,A26,original,2340000,TRUE
27,16,A27,original,2340000,TRUE
28,16,A28,original,2340000,TRUE
29,16,A29,original,2340000,TRUE
30,16,A30,original,2340000,TRUE
31,16,B1,skyBoss,6320000,TRUE
32,16,B2,skyBoss,6320000,TRUE
33,16,B3,skyBoss,6320000,TRUE
34,16,B4,skyBoss,6320000,TRUE
35,16,B5,skyBoss,6320000,TRUE
36,16,B6,deluxe,4120000,TRUE
37,16,B7,deluxe,4120000,TRUE
38,16,B8,deluxe,4120000,TRUE
39,16,B9,deluxe,4120000,TRUE
40,16,B10,deluxe,4120000,TRUE
41,16,B11,deluxe,4120000,TRUE
42,16,B12,deluxe,4120000,TRUE
43,16,B13,deluxe,4120000,TRUE
44,16,B14,deluxe,4120000,TRUE
45,16,B15,deluxe,4120000,TRUE
46,16,B16,original,2340000,TRUE
47,16,B17,original,2340000,TRUE
48,16,B18,original,2340000,TRUE
49,16,B19,original,2340000,TRUE
50,16,B20,original,2340000,TRUE
51,16,B21,original,2340000,TRUE
52,16,B22,original,2340000,TRUE
53,16,B23,original,2340000,TRUE
54,16,B24,original,2340000,TRUE
55,16,B25,original,2340000,TRUE
56,16,B26,original,2340000,TRUE
57,16,B27,original,2340000,TRUE
58,16,B28,original,2340000,TRUE
59,16,B29,original,2340000,TRUE
60,16,B30,original,2340000,TRUE
61,16,C1,skyBoss,6320000,TRUE
