1,14,A1,skyBoss
2,14,A2,skyBoss
3,14,A3,skyBoss
4,14,A4,skyBoss
5,14,A5,skyBoss
6,14,A6,deluxe
7,14,A7,deluxe
8,14,A8,deluxe
9,14,A9,deluxe
10,14,A10,deluxe
11,14,A11,deluxe
12,14,A12,deluxe
13,14,A13,deluxe
14,14,A14,deluxe
15,14,A15,deluxe
16,14,A16,original
17,14,A17,original
18,14,A18,original
19,14,A19,original
20,14,A20,original
21,14,A21,original
22,14,A22,original
23,14,A23,original
24,14,A24,original
25,14,A25,original
26,14,A26,original
27,14,A27,original
28,14,A28,original
29,14,A29,original
30,14,A30,original
31,14,B1,skyBoss
32,14,B2,skyBoss
33,14,B3,skyBoss
34,14,B4,skyBoss
35,14,B5,skyBoss
36,14,B6,deluxe
37,14,B7,deluxe
38,14,B8,deluxe
39,14,B9,deluxe
40,14,B10,deluxe
41,14,B11,deluxe
42,14,B12,deluxe
43,14,B13,deluxe
44,14,B14,deluxe
45,14,B15,deluxe
46,14,B16,original
47,14,B17,original
48,14,B18,original
49,14,B19,original
50,14,B20,original
51,14,B21,original
52,14,B22,original
53,14,B23,original
54,14,B24,original
55,14,B25,original
56,14,B26,original
57,14,B27,original
58,14,B28,original
59,14,B29,original
60,14,B30,original
61,14,C1,skyBoss
62,14,C2,skyBoss
63,14,C3,skyBoss
64,14,C4,skyBoss
65,14,C5,skyBoss
66,14,C6,deluxe
67,14,C7,deluxe
68,14,C8,deluxe
69,14,C9,deluxe
70,14,C10,deluxe
71,14,C11,deluxe
72,14,C12,deluxe
73,14,C13,deluxe
74,14,C14,deluxe
75,14,C15,deluxe
76,14,C16,original
77,14,C17,original
78,14,C18,original
79,14,C19,original
80,14,C20,original
81,14,C21,original
82,14,C22,original
83,14,C23,original
84,14,C24,original
85,14,C25,original
86,14,C26,original
87,14,C27,original
88,14,C28,original
89,14,C29,original
90,14,C30,original
91,14,D1,skyBoss
92,14,D2,skyBoss
93,14,D3,skyBoss
94,14,D4,skyBoss
95,14,D5,skyBoss
96,14,D6,deluxe
97,14,D7,deluxe
98,14,D8,deluxe
99,14,D9,deluxe
100,14,D10,deluxe
101,14,D11,deluxe
102,14,D12,deluxe
103,14,D13,deluxe
104,14,D14,deluxe
105,14,D15,deluxe
106,14,D16,original
107,14,D17,original
108,14,D18,original
109,14,D19,original
110,14,D20,original
111,14,D21,original
112,14,D22,original
113,14,D23,original
114,14,D24,original
115,14,D25,original
116,14,D26,original
117,14,D27,original
118,14,D28,original
119,14,D29,original
120,14,D30,original
121,14,E1,skyBoss
122,14,E2,skyBoss
123,14,E3,skyBoss
124,14,E4,skyBoss
125,14,E5,skyBoss
126,14,E6,deluxe
127,14,E7,deluxe
128,14,E8,deluxe
129,14,E9,deluxe
130,14,E10,deluxe
131,14,E11,deluxe
132,14,E12,deluxe
133,14,E13,deluxe
134,14,E14,deluxe
135,14,E15,deluxe
136,14,E16,original
137,14,E17,original
138,14,E18,original
139,14,E19,original
140,14,E20,original
141,14,E21,original
142,14,E22,original
143,14,E23,original
144,14,E24,original
145,14,E25,original
146,14,E26,original
147,14,E27,original
148,14,E28,original
149,14,E29,original
150,14,E30,original
151,14,F1,skyBoss
152,14,F2,skyBoss
153,14,F3,skyBoss
154,14,F4,skyBoss
155,14,F5,skyBoss
156,14,F6,deluxe
157,14,F7,deluxe
158,14,F8,deluxe
159,14,F9,deluxe
160,14,F10,deluxe
161,14,F11,deluxe
162,14,F12,deluxe
163,14,F13,deluxe
164,14,F14,deluxe
165,14,F15,deluxe
166,14,F16,original
167,14,F17,original
168,14,F18,original
169,14,F19,original
170,14,F20,original
171,14,F21,original
172,14,F22,original
173,14,F23,original
174,14,F24,original
175,14,F25,original
176,14,F26,original
177,14,F27,original
178,14,F28,original
179,14,F29,original
180,14,F30,original
181,14,G1,skyBoss
182,14,G2,skyBoss
183,14,G3,skyBoss
184,14,G4,skyBoss
185,14,G5,skyBoss
186,14,G6,deluxe
187,14,G7,deluxe
188,14,G8,deluxe
189,14,G9,deluxe
190,14,G10,deluxe
191,14,G11,deluxe
192,14,G12,deluxe
193,14,G13,deluxe
194,14,G14,deluxe
195,14,G15,deluxe
196,14,G16,original
197,14,G17,original
198,14,G18,original
199,14,G19,original
200,14,G20,original
201,14,G21,original
202,14,G22,original
203,14,G23,original
204,14,G24,original
205,14,G25,original
206,14,G26,original
207,14,G27,original
208,14,G28,original
209,14,G29,original
210,14,G30,original
211,14,K1,skyBoss
212,14,K2,skyBoss
213,14,K3,skyBoss
214,14,K4,skyBoss
215,14,K5,skyBoss
216,14,K6,deluxe
217,14,K7,deluxe
218,14,K8,deluxe
219,14,K9,deluxe
220,14,K10,deluxe
221,14,K11,deluxe
222,14,K12,deluxe
223,14,K13,deluxe
224,14,K14,deluxe
225,14,K15,deluxe
226,14,K16,original
227,14,K17,original
228,14,K18,original
229,14,K19,original
230,14,K20,original
231,14,K21,original
232,14,K22,original
233,14,K23,original
234,14,K24,original
235,14,K25,original
236,14,K26,original
237,14,K27,original
238,14,K28,original
239,14,K29,original
240,14,K30,original
241,14,H1,skyBoss
242,14,H2,skyBoss
243,14,H3,skyBoss
244,14,H4,skyBoss
245,14,H5,skyBoss
246,14,H6,deluxe
247,14,H7,deluxe
248,14,H8,deluxe
249,14,H9,deluxe
250,14,H10,deluxe
251,14,H11,deluxe
252,14,H12,deluxe
253,14,H13,deluxe
254,14,H14,deluxe
255,14,H15,deluxe
256,14,H16,original
257,14,H17,original
258,14,H18,original
259,14,H19,original
260,14,H20,original
261,14,H21,original
262,14,H22,original
263,14,H23,original
264,14,H24,original
265,14,H25,original
266,14,H26,original
267,14,H27,original
268,14,H28,original
269,14,H29,original
270,14,H30,original
