1,3,A1,skyBoss
2,3,A2,skyBoss
3,3,A3,skyBoss
4,3,A4,deluxe
5,3,A5,deluxe
6,3,A6,deluxe
7,3,A7,deluxe
8,3,A8,original
9,3,A9,original
10,3,A10,original
11,3,A11,original
12,3,A12,original
13,3,A13,original
14,3,A14,original
15,3,A15,original
16,3,A16,original
17,3,A17,original
18,3,A18,original
19,3,A19,original
20,3,A20,original
21,3,B1,skyBoss
22,3,B2,skyBoss
23,3,B3,skyBoss
24,3,B4,deluxe
25,3,B5,deluxe
26,3,B6,deluxe
27,3,B7,deluxe
28,3,B8,original
29,3,B9,original
30,3,B10,original
31,3,B11,original
32,3,B12,original
33,3,B13,original
34,3,B14,original
35,3,B15,original
36,3,B16,original
37,3,B17,original
38,3,B18,original
39,3,B19,original
40,3,B20,original
41,3,C1,skyBoss
42,3,C2,skyBoss
43,3,C3,skyBoss
44,3,C4,deluxe
45,3,C5,deluxe
46,3,C6,deluxe
47,3,C7,deluxe
48,3,C8,original
49,3,C9,original
50,3,C10,original
51,3,C11,original
52,3,C12,original
53,3,C13,original
54,3,C14,original
55,3,C15,original
56,3,C16,original
57,3,C17,original
58,3,C18,original
59,3,C19,original
60,3,C20,original
61,3,D1,skyBoss
62,3,D2,skyBoss
63,3,D3,skyBoss
64,3,D4,deluxe
65,3,D5,deluxe
66,3,D6,deluxe
67,3,D7,deluxe
68,3,D8,original
69,3,D9,original
70,3,D10,original
71,3,D11,original
72,3,D12,original
73,3,D13,original
74,3,D14,original
75,3,D15,original
76,3,D16,original
77,3,D17,original
78,3,D18,original
79,3,D19,original
80,3,D20,original
81,3,E1,skyBoss
82,3,E2,skyBoss
83,3,E3,skyBoss
84,3,E4,deluxe
85,3,E5,deluxe
86,3,E6,deluxe
87,3,E7,deluxe
88,3,E8,original
89,3,E9,original
90,3,E10,original
91,3,E11,original
92,3,E12,original
93,3,E13,original
94,3,E14,original
95,3,E15,original
96,3,E16,original
97,3,E17,original
98,3,E18,original
99,3,E19,original
100,3,E20,original
101,3,F1,skyBoss
102,3,F2,skyBoss
103,3,F3,skyBoss
104,3,F4,deluxe
105,3,F5,deluxe
106,3,F6,deluxe
107,3,F7,deluxe
108,3,F8,original
109,3,F9,original
110,3,F10,original
111,3,F11,original
112,3,F12,original
113,3,F13,original
114,3,F14,original
115,3,F15,original
116,3,F16,original
117,3,F17,original
118,3,F18,original
119,3,F19,original
120,3,F20,original
