1,17,A1,skyBoss
2,17,A2,skyBoss
3,17,A3,skyBoss
4,17,A4,deluxe
5,17,A5,deluxe
6,17,A6,deluxe
7,17,A7,deluxe
8,17,A8,original
9,17,A9,original
10,17,A10,original
11,17,A11,original
12,17,A12,original
13,17,A13,original
14,17,A14,original
15,17,A15,original
16,17,A16,original
17,17,A17,original
18,17,A18,original
19,17,A19,original
20,17,A20,original
21,17,B1,skyBoss
22,17,B2,skyBoss
23,17,B3,skyBoss
24,17,B4,deluxe
25,17,B5,deluxe
26,17,B6,deluxe
27,17,B7,deluxe
28,17,B8,original
29,17,B9,original
30,17,B10,original
31,17,B11,original
32,17,B12,original
33,17,B13,original
34,17,B14,original
35,17,B15,original
36,17,B16,original
37,17,B17,original
38,17,B18,original
39,17,B19,original
40,17,B20,original
41,17,C1,skyBoss
42,17,C2,skyBoss
43,17,C3,skyBoss
44,17,C4,deluxe
45,17,C5,deluxe
46,17,C6,deluxe
47,17,C7,deluxe
48,17,C8,original
49,17,C9,original
50,17,C10,original
51,17,C11,original
52,17,C12,original
53,17,C13,original
54,17,C14,original
55,17,C15,original
56,17,C16,original
57,17,C17,original
58,17,C18,original
59,17,C19,original
60,17,C20,original
61,17,D1,skyBoss
62,17,D2,skyBoss
63,17,D3,skyBoss
64,17,D4,deluxe
65,17,D5,deluxe
66,17,D6,deluxe
67,17,D7,deluxe
68,17,D8,original
69,17,D9,original
70,17,D10,original
71,17,D11,original
72,17,D12,original
73,17,D13,original
74,17,D14,original
75,17,D15,original
76,17,D16,original
77,17,D17,original
78,17,D18,original
79,17,D19,original
80,17,D20,original
81,17,E1,skyBoss
82,17,E2,skyBoss
83,17,E3,skyBoss
84,17,E4,deluxe
85,17,E5,deluxe
86,17,E6,deluxe
87,17,E7,deluxe
88,17,E8,original
89,17,E9,original
90,17,E10,original
91,17,E11,original
92,17,E12,original
93,17,E13,original
94,17,E14,original
95,17,E15,original
96,17,E16,original
97,17,E17,original
98,17,E18,original
99,17,E19,original
100,17,E20,original
101,17,F1,skyBoss
102,17,F2,skyBoss
103,17,F3,skyBoss
104,17,F4,deluxe
105,17,F5,deluxe
106,17,F6,deluxe
107,17,F7,deluxe
108,17,F8,original
109,17,F9,original
110,17,F10,original
111,17,F11,original
112,17,F12,original
113,17,F13,original
114,17,F14,original
115,17,F15,original
116,17,F16,original
117,17,F17,original
118,17,F18,original
119,17,F19,original
120,17,F20,original
